convoid,person,dialogue
11,Prospect,"I really appreciate you reaching out and making the call and letting me know that. That means a lot because like, you know, I've been at this company since we started this and before we had any customers, right? Like I was the fifth employee and the first account executive, and back, you know, five and a half years ago, we didn't have customers, we didn't have money, we didn't have a product. And to hear from a client who just signed up, having a great experience and reaching out personally, man, it means a lot. Thank you."
11,SDR,"Yeah, man, I just wanted to say that. And given that we use your product a lot, it helps us, of course, bring a lot of pipeline. And given that your sales teams are so quick in closing the pipelines and your support teams are so quick when it comes to helping your customers, I was just wondering how your finance teams and sales teams, how quick are they when it comes to solving disputes?"
11,Prospect,"No, that's a great question and I honestly have no idea. Disputes? If I can point you in the right direction, I will. So Cher is our VP of customer success. So that's who you would really want to speak with. And then also Clara, she's involved in support and disputes and resolution as well."
11,SDR,"Got it. Quick question. Given they are involved in disputes, thank you so much for that info. I'd love to reach out to them. Given you're the finance leader and Growfin is a product that basically helps teams collect their revenue, you know, helps collection teams collect the revenue faster, I was wondering if you'd be interested, you know, to come over a call and, you know, just have a chat and look at the product."
11,Prospect,"Yeah. You know what? I take about one call a month. Look, I really couldn't help you because it's not my side of the business. And look, I'll meet with you for 15 minutes if it helps you out just to get a meeting, but you would be talking to the wrong person. So I'm not in charge of disputes and resolutions. Like, that's completely on another side. I'm in charge of like net new revenue driving, retaining revenue. That's more of a, it's just broken down a little bit from there in a different section of the company."
11,SDR,Got it. Got it. Awesome. Right. So I was just wondering who would be the.. So the right person to reach out for collections would be Steff.
11,Prospect,"So there's Steff, she is head of customer success. You might want to connect with Steff, she is who you want to start with."
11,SDR,Got it. So is there any way you can connect me with them on LinkedIn?
11,Prospect,"I'll tell you what I can do. So we generally don't make connections but you're a customer. So I want to help you out as well. I would just reach out to her directly on LinkedIn and connect with her and I would send an email to her, you know, saying how you're a new customer. Basically, you told me you're a new customer. Just like really? I would say email subject lines like, 'awesome, awesome new customer experience. Thank you.' Right. Just say, 'Hey, name over here at company. I just signed up. The first two weeks have been phenomenal.' Give a shout-out to the person who helped you out. And at the end of that, weave in kind of your ask in value props."
11,SDR,"Thank you so much, man. That's super valuable. I think that's something I really need to get coached on. But thank you so much for helping me out there. It's a pleasure. And all I want to say is thank you so much. And yeah, I loved your post. Love what you're making. You know, the content you're making on LinkedIn, I just want to tell you, this is my first cold call."
11,Prospect,"So, yeah, this is the first cold call in your career?"
11,SDR,Yes.
11,Prospect,"Are you serious, man?"
11,SDR,Yeah.
11,Prospect,"This is the best cold call that you could possibly do. Like, really? Because at first, I kind of figured it was a cold call starting off. I didn't recognize the number or the voice, then you mentioned, obviously you're a customer, so now it takes a totally different, you know, tone and then leading with a compliment is like very genuine and you're tagging in like the support and service. So like that was.. you could not have done that any better. I hope you recorded all of it."
11,SDR,"Thanks, man. Yeah, I'm just 21, starting on my career, and, you know, I've started using your product and I just love it. And I just got my first meeting, you know."
11,Prospect,What's your name again?
11,SDR,Kabir. It's K-A-B-I-R. I'm sending you a connection request on LinkedIn right now.
11,Prospect,"Yeah, do it. And then once we get off the phone, text me your full name, first, last name, and your email. Well, I'm going to hook you up, man. First cold call ever, and you just killed it. And you're a customer. So I train sales teams on the side. So I.. uh.. Outside of working hours, I charge between five, $800 an hour to train the sales team. And I'm going to give you 30 minutes of my time and really help you out with some strategies to really help you make some money."
11,SDR,"Thank you so much, man. I can't wait to let my company know about this, you know. Thank you so much. You know, it's been a pleasure talking to you."
11,Prospect,This is like the best call I've gotten in 2023 from a cold call. So you have a very bright future. I'm going to help you make some money and use it in a great way.
11,SDR,Awesome. Awesome. I'll send you a message right away.
11,Prospect,Awesome. We'll see you.
11,SDR,"Cool. Have a nice day, man."
11,Prospect,"Yeah, bye."
12,Prospect,Hello.
12,SDR,"Hi, it's Nathan calling from Hivelocity. Did I perhaps catch you at a good time?"
12,Prospect,"Yeah, actually you got me right between a meeting shockingly."
12,SDR,"Okay, well okay, I'm glad for that. Well I won't take more than 30 seconds. I'll try to not take more than that. The reason I reached out is because I saw you're the IT director for your company and I'm not sure if you ever came across Hivelocity. We are a bare minimum cloud provider, basically providing dedicated bare minimum servers, colocation hosting solutions, and all of that within our 40 plus data centers platform. We do run right now worldwide. More than anything else, I was interested in putting you in a position to gather more information about us and how we're helping our presence in the gaming industry, see how we're working with Unity powering layer AAA publishers, you know, for improved performance, customer reach, cost reduction, and pretty much everything that revolves around that."
